objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
thomascarlylepage,The portrait and hair of Thomas Carlyle,J.H. Leigh Hunt,1840,An image of the page featuring Thomas Carlyle,thomas carlyle;hair;scottish;essayist,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/247/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/247/full/134,100/0/default.jpg",,
thomascarlyleback,The backside of the page featuring Thomas Carlyle,J.H. Leigh Hunt,1840,An image of the backside of the page featuring Thomas Carlyle,thomas carlyle;scottish;essayist,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/248/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/248/full/133,100/0/default.jpg",,
thomascarlylepage2,An alternative page featuring Thomas Carlyle,J.H. Leigh Hunt,1840,An image of the alternative page featuring Thomas Carlyle,thomas carlyle;scottish;essayist,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/249/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/249/full/134,100/0/default.jpg",,
blankpage16,A blank page of the Leigh Hunt Hair Book,J.H. Leigh Hunt,1784-1859,An image of a blank page in the Leigh Hunt Hair Book,leigh hunt;romanticism;hair;blank page,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/250/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/250/full/132,100/0/default.jpg",,
johnkeatspage,The portrait and hair of John Keats,J.H. Leigh Hunt,1784-1859,An image of the page featuring the portrait and hair of John Keats,john keats;hair;poet,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/251/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/251/full/134,100/0/default.jpg",,
johnkeatsback,The backside of the page featuring John Keats,J.H. Leigh Hunt,1784-1859,An image of the backside of the page featuring John Keats,john keats;poet,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/252/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/252/full/132,100/0/default.jpg",,
johnkeatspage2,An alternative page featuring the portrait of John Keats,J.H. Leigh Hunt,1784-1859,An image of the alternative page featuring John Keats,john keats;poet,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/253/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/253/full/134,100/0/default.jpg",,
blankpage17,A blank page of the Leigh Hunt Hair Book,J.H. Leigh Hunt,1784-1859,An image of a blank page in the Leigh Hunt Hair Book,leigh hunt;romanticism;hair;blank page,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/254/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/254/full/132,100/0/default.jpg",,
maryshelleypage,The portrait and hair of Mary Wollstonecraft Shelley,J.H. Leigh Hunt,1820,An image of the page featuring the portrait and hair of Mary Wollstonecraft Shelley,mary w. shelley;hair;novelist,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/255/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/255/full/134,100/0/default.jpg",,
maryshelleyback,The backside of the page featuring Mary Wollstonecraft Shelley,J.H. Leigh Hunt,1820,An image of the backside of the page featuring Mary Wollstonecraft Shelley,mary w. shelley;novelist,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/256/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/256/full/133,100/0/default.jpg",,
maryshelleypage2,An alternative page featuring the portrait of Mary Wollstonecraft Shelley,J.H. Leigh Hunt,1820,An image of the alternative page featuring Mary Wollstonecraft Shelley,mary w. shelley;novelist,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/257/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/257/full/136,100/0/default.jpg",,
blankpage18,A blank page of the Leigh Hunt Hair Book,J.H. Leigh Hunt,1784-1859,An image of a blank page in the Leigh Hunt Hair Book,leigh hunt;romanticism;hair;blank page,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/258/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/258/full/133,100/0/default.jpg",,
gprjamespage,The portrait and hair of George Payne Rainsford James,J.H. Leigh Hunt,1784-1859,An image of the page featuring the portrait and hair of George Payne Rainsford James,g.p.r. james;hair;novelist,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/259/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/259/full/136,100/0/default.jpg",,
gprjamesback,The backside of the page featuring George Payne Rainsford James,J.H. Leigh Hunt,1784-1859,An image of the backside of the page featuring George Payne Rainsford James,g.p.r. james;novelist,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/260/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/260/full/133,100/0/default.jpg",,
gprjamespage2,An alternative page featuring the portrait of George Payne Rainsford James,J.H. Leigh Hunt,1784-1859,An image of the alternative page featuring George Payne Rainsford James,g.p.r. james;novelist,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/261/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/261/full/137,100/0/default.jpg",,
blankpage19,A blank page of the Leigh Hunt Hair Book,J.H. Leigh Hunt,1784-1859,An image of a blank page in the Leigh Hunt Hair Book,leigh hunt;romanticism;hair;blank page,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/262/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/262/full/131,100/0/default.jpg",,
richardhengisthornepage,The portrait and hair of Richard Hengist Horne,J.H. Leigh Hunt,1784-1859,An image of the page featuring the portrait and hair of Richard Hengist Horne,richard hengist horne;hair;poet,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/263/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/263/full/136,100/0/default.jpg",,
richardhengisthorneback,The backside of the page featuring Richard Hengist Horne,J.H. Leigh Hunt,1784-1859,An image of the backside of the page featuring Richard Hengist Horne,richard hengist horne;poet,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/264/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/264/full/132,100/0/default.jpg",,
richardhengisthornepage2,An alternative page featuring the portrait of Richard Hengist Horne,J.H. Leigh Hunt,1784-1859,An image of the alternative page featuring Richard Hengist Horne,richard hengist horne;poet,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/265/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/265/full/136,100/0/default.jpg",,
blankpage20,A blank page of the Leigh Hunt Hair Book,J.H. Leigh Hunt,1784-1859,An image of a blank page in the Leigh Hunt Hair Book,leigh hunt;romanticism;hair;blank page,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/266/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/266/full/133,100/0/default.jpg",,
elizabethbarrettbrowningpage,The portrait and hair of Elizabeth Barrett Browning,J.H. Leigh Hunt,1856,An image of the page featuring the portrait and hair of Elizabeth Barrett Browning,elizabeth barrett browning;hair;poet,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/267/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/267/full/135,100/0/default.jpg",,
elizabethbarrettbrowningback,The backside of the page featuring Elizabeth Barrett Browning,J.H. Leigh Hunt,1856,An image of the backside of the page featuring Elizabeth Barrett Browning,elizabeth barrett browning;poet,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/268/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/268/full/130,100/0/default.jpg",,
elizabethbarrettbrowningpage2,An alternative page featuring the portrait of Elizabeth Barrett Browning,J.H. Leigh Hunt,1856,An image of the alternative page featuring Elizabeth Barrett Browning,elizabeth barrett browning;poet,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/269/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/269/full/136,100/0/default.jpg",,
blankpage21,A blank page of the Leigh Hunt Hair Book,J.H. Leigh Hunt,1784-1859,An image of a blank page in the Leigh Hunt Hair Book,leigh hunt;romanticism;hair;blank page,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/270/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/270/full/132,100/0/default.jpg",,
robertbrowningpage,The portrait and hair of Robert Browning,J.H. Leigh Hunt,1856,An image of the page featuring the portrait and hair of Robert Browning,robert browning;hair;poet;playwright,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/271/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/271/full/136,100/0/default.jpg",,
robertbrowningback,The backside of the page featuring Robert Browning,J.H. Leigh Hunt,1856,An image of the backside of the page featuring Robert Browning,robert browning;poet;playwright,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/272/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/272/full/131,100/0/default.jpg",,
robertbrowningpage2,An alternative page featuring the portrait of Robert Browning,J.H. Leigh Hunt,1856,An image of the alternative page featuring Robert Browning,robert browning;poet;playwright,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/273/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/273/full/135,100/0/default.jpg",,
blankpage22,A blank page of the Leigh Hunt Hair Book,J.H. Leigh Hunt,1784-1859,An image of a blank page in the Leigh Hunt Hair Book,leigh hunt;romanticism;hair;blank page,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/274/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/274/full/130,100/0/default.jpg",,
endflyleafrecto,The end recto page of the Leigh Hunt Hair Book,J.H. Leigh Hunt,1784-1859,An image of the end recto page of the Leigh Hunt Hair Book.,leigh hunt;romanticism;hair;end recto page,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/275/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/275/full/137,100/0/default.jpg",,
endflyleafverso,The end verso page of the Leigh Hunt Hair Book,J.H. Leigh Hunt,1784-1859,An image of the end verso page of the Leigh Hunt Hair Book.,leigh hunt;romanticism;hair;end verso page,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/276/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/276/full/134,100/0/default.jpg",,
backcoverpage,The back cover of the Leigh Hunt Hair Book,J.H. Leigh Hunt,1784-1859,An image of the back cover of the Leigh Hunt Hair Book.,leigh hunt;romanticism;hair;back cover page,Austin Texas,,,HRC The University of Texas at Austin,STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/277/full/full/0/default.jpg,,"https://hrc.contentdm.oclc.org/digital/iiif/p15878coll14/277/full/104,100/0/default.jpg",,
